'2016-04-12 01:51:23'
(10, 0.001, 0.0001, 0.1, (4.370684623718262, 100.03114593505859))
(10, 0.001, 0.0001, 0.5, (2.4447004795074463, 100.10092147827149))
(10, 0.001, 0.0001, 0.8, (3.9691646099090576, 100.05692848205567))
(10, 0.001, 0.0001, 0.95, (1.6919569969177246, 101.80860603332519))
(10, 0.001, 0.0005, 0.1, (14.478115797042847, 100.00608917236327))
(10, 0.001, 0.0005, 0.5, (12.930654764175415, 100.00330566406249))
(10, 0.001, 0.0005, 0.8, (5.8585546016693115, 100.0203816986084))
(10, 0.001, 0.0005, 0.95, (2.1308467388153076, 100.40388931274414))
(10, 0.001, 0.002, 0.1, (18.969658613204956, 100.2219400024414))
(10, 0.001, 0.002, 0.5, (17.130995512008667, 100.01173332214356))
(10, 0.001, 0.002, 0.8, (10.8528470993042, 100.00274742126464))
(10, 0.001, 0.002, 0.95, (2.9580979347229004, 100.32039184570313))
(10, 0.001, 0.01, 0.1, (18.931166648864746, 121.64991722106933))
(10, 0.001, 0.01, 0.5, (18.996045112609863, 104.01529884338379))
(10, 0.001, 0.01, 0.8, (19.01078176498413, 100.05697288513184))
(10, 0.001, 0.01, 0.95, (6.308741569519043, 100.03152206420899))
(10, 0.001, 0.05, 0.1, (19.106932640075684, 218.17148605346679))
(10, 0.001, 0.05, 0.5, (19.090452194213867, 177.08322799682617))
(10, 0.001, 0.05, 0.8, (18.982019662857056, 114.86407333374024))
(10, 0.001, 0.05, 0.95, (6.7219343185424805, 100.0287899017334))
(10, 0.001, 0.1, 0.1, (19.071667432785034, 270.37881484985354))
(10, 0.001, 0.1, 0.5, (19.108630180358887, 213.41593002319337))
(10, 0.001, 0.1, 0.8, (19.084334135055542, 147.39211593627931))
(10, 0.001, 0.1, 0.95, (18.993308544158936, 100.52712120056152))
(10, 0.001, 0.2, 0.1, (19.093949794769287, 265.51445129394529))
(10, 0.001, 0.2, 0.5, (19.16323757171631, 249.10694244384766))
(10, 0.001, 0.2, 0.8, (19.080553770065308, 190.18267776489259))
(10, 0.001, 0.2, 0.95, (19.142903566360474, 107.45013236999512))
(10, 0.01, 0.0001, 0.1, (2.742914915084839, 100.76692405700683))
(10, 0.01, 0.0001, 0.5, (4.7499840259552, 100.85964004516602))
(10, 0.01, 0.0001, 0.8, (2.432965040206909, 105.10528190612793))
(10, 0.01, 0.0001, 0.95, (3.1718180179595947, 119.83485633850097))
(10, 0.01, 0.0005, 0.1, (3.5754458904266357, 100.35479598999024))
(10, 0.01, 0.0005, 0.5, (2.0930347442626953, 100.46044906616211))
(10, 0.01, 0.0005, 0.8, (3.9801740646362305, 99.783733139038091))
(10, 0.01, 0.0005, 0.95, (6.646848201751709, 104.83953849792481))
(10, 0.01, 0.002, 0.1, (10.747421741485596, 99.988805770874023))
(10, 0.01, 0.002, 0.5, (4.460148096084595, 100.27414306640625))
(10, 0.01, 0.002, 0.8, (4.040736675262451, 101.01017631530762))
(10, 0.01, 0.002, 0.95, (6.2726686000823975, 99.882985153198248))
(10, 0.01, 0.01, 0.1, (19.32163906097412, 100.00362716674805))
(10, 0.01, 0.01, 0.5, (14.202867031097412, 100.00656860351563))
(10, 0.01, 0.01, 0.8, (7.109869480133057, 100.05413650512695))
(10, 0.01, 0.01, 0.95, (6.090070962905884, 100.19467079162598))
(10, 0.01, 0.05, 0.1, (19.588099002838135, 100.62133506774903))
(10, 0.01, 0.05, 0.5, (19.521217584609985, 100.02879554748534))
(10, 0.01, 0.05, 0.8, (18.901281118392944, 100.00508827209472))
(10, 0.01, 0.05, 0.95, (7.1927995681762695, 100.03099853515624))
(10, 0.01, 0.1, 0.1, (19.59425711631775, 108.1601798248291))
(10, 0.01, 0.1, 0.5, (19.606144189834595, 100.93792053222656))
(10, 0.01, 0.1, 0.8, (17.422343492507935, 100.01301155090331))
(10, 0.01, 0.1, 0.95, (6.164740800857544, 100.01984474182129))
(10, 0.01, 0.2, 0.1, (19.674319982528687, 132.14025833129884))
(10, 0.01, 0.2, 0.5, (19.544838190078735, 109.57648193359375))
(10, 0.01, 0.2, 0.8, (19.616779327392578, 100.2685668182373))
(10, 0.01, 0.2, 0.95, (8.0671706199646, 100.00431373596192))
(10, 0.05, 0.0001, 0.1, (2.859065532684326, 101.7766976928711))
(10, 0.05, 0.0001, 0.5, (3.248896837234497, 108.57835762023926))
(10, 0.05, 0.0001, 0.8, (6.808124780654907, 113.9273014831543))
(10, 0.05, 0.0001, 0.95, (2.556689739227295, 176.45300544738768))
(10, 0.05, 0.0005, 0.1, (5.598160743713379, 101.29995552062988))
(10, 0.05, 0.0005, 0.5, (9.010568380355835, 101.64752037048339))
(10, 0.05, 0.0005, 0.8, (5.624344348907471, 104.6903116607666))
(10, 0.05, 0.0005, 0.95, (10.179549932479858, 114.99501525878907))
(10, 0.05, 0.002, 0.1, (6.791499137878418, 100.47163414001464))
(10, 0.05, 0.002, 0.5, (9.447306871414185, 100.19046684265136))
(10, 0.05, 0.002, 0.8, (6.116271257400513, 102.28010581970214))
(10, 0.05, 0.002, 0.95, (6.124216079711914, 112.71011917114258))
(10, 0.05, 0.01, 0.1, (15.467320203781128, 100.01760818481445))
(10, 0.05, 0.01, 0.5, (4.9693427085876465, 100.1762449645996))
(10, 0.05, 0.01, 0.8, (7.5832602977752686, 100.46708068847656))
(10, 0.05, 0.01, 0.95, (5.781113147735596, 104.68350616455078))
(10, 0.05, 0.05, 0.1, (17.721531867980957, 100.0062239074707))
(10, 0.05, 0.05, 0.5, (13.10518217086792, 100.00271003723145))
(10, 0.05, 0.05, 0.8, (5.497234344482422, 99.910630264282233))
(10, 0.05, 0.05, 0.95, (6.27414608001709, 100.53578567504883))
(10, 0.05, 0.1, 0.1, (16.748361349105835, 100.0063355255127))
(10, 0.05, 0.1, 0.5, (20.158921480178833, 100.00521453857422))
(10, 0.05, 0.1, 0.8, (12.011023998260498, 100.01461540222168))
(10, 0.05, 0.1, 0.95, (8.21282958984375, 100.117476272583))
(10, 0.05, 0.2, 0.1, (20.186712503433228, 100.10279769897461))
(10, 0.05, 0.2, 0.5, (20.20579695701599, 100.00591529846191))
(10, 0.05, 0.2, 0.8, (18.616695165634155, 100.00568939208985))
(10, 0.05, 0.2, 0.95, (8.609653234481812, 99.927587509155273))
(10, 0.1, 0.0001, 0.1, (10.17446517944336, 105.48293418884278))
(10, 0.1, 0.0001, 0.5, (7.51934289932251, 108.80186294555664))
(10, 0.1, 0.0001, 0.8, (6.1003923416137695, 149.26398498535156))
(10, 0.1, 0.0001, 0.95, (4.604218482971191, 239.67894012451171))
(10, 0.1, 0.0005, 0.1, (7.644855737686157, 101.03660942077637))
(10, 0.1, 0.0005, 0.5, (9.126477718353271, 102.54785301208496))
(10, 0.1, 0.0005, 0.8, (10.733104228973389, 106.18137786865235))
(10, 0.1, 0.0005, 0.95, (7.521634578704834, 135.45100944519044))
(10, 0.1, 0.002, 0.1, (6.204793691635132, 100.04155952453613))
(10, 0.1, 0.002, 0.5, (9.261093616485596, 99.428304824829098))
(10, 0.1, 0.002, 0.8, (6.28253173828125, 103.46459411621093))
(10, 0.1, 0.002, 0.95, (8.494426012039185, 108.36787406921387))
(10, 0.1, 0.01, 0.1, (6.26685643196106, 100.19249740600586))
(10, 0.1, 0.01, 0.5, (6.6559178829193115, 100.36556831359863))
(10, 0.1, 0.01, 0.8, (7.122923374176025, 100.73386833190918))
(10, 0.1, 0.01, 0.95, (7.104195833206177, 101.55968269348145))
(10, 0.1, 0.05, 0.1, (17.26271152496338, 100.00470893859864))
(10, 0.1, 0.05, 0.5, (10.884688377380371, 100.02363265991211))
(10, 0.1, 0.05, 0.8, (5.964707851409912, 100.06305717468261))
(10, 0.1, 0.05, 0.95, (6.740704298019409, 99.886049346923826))
(10, 0.1, 0.1, 0.1, (18.68323302268982, 100.00435928344727))
(10, 0.1, 0.1, 0.5, (19.8102445602417, 100.00475952148437))
(10, 0.1, 0.1, 0.8, (12.40087366104126, 100.02574844360352))
(10, 0.1, 0.1, 0.95, (10.913430452346802, 100.11415031433106))
(10, 0.1, 0.2, 0.1, (19.963531255722046, 100.00550430297852))
(10, 0.1, 0.2, 0.5, (17.342231035232544, 100.00457084655761))
(10, 0.1, 0.2, 0.8, (8.718014001846313, 99.988562088012699))
(10, 0.1, 0.2, 0.95, (6.9082581996917725, 100.03413436889649))
(10, 0.5, 0.0001, 0.1, (2.8149194717407227, nan))
(10, 0.5, 0.0001, 0.5, (3.08034610748291, nan))
(10, 0.5, 0.0001, 0.8, (2.867079734802246, nan))
(10, 0.5, 0.0001, 0.95, (2.8675498962402344, nan))
(10, 0.5, 0.0005, 0.1, (2.911989212036133, 7.9919267859184742e+17))
(10, 0.5, 0.0005, 0.5, (2.9433505535125732, nan))
(10, 0.5, 0.0005, 0.8, (2.972554922103882, nan))
(10, 0.5, 0.0005, 0.95, (2.962371587753296, nan))
(10, 0.5, 0.002, 0.1, (11.622816801071167, 102.75922973632812))
(10, 0.5, 0.002, 0.5, (2.9720797538757324, nan))
(10, 0.5, 0.002, 0.8, (2.9978208541870117, nan))
(10, 0.5, 0.002, 0.95, (3.0259413719177246, nan))
(10, 0.5, 0.01, 0.1, (9.825934648513794, 100.25874488830567))
(10, 0.5, 0.01, 0.5, (11.721633434295654, 100.6590372467041))
(10, 0.5, 0.01, 0.8, (7.638483762741089, 425.31516143798831))
(10, 0.5, 0.01, 0.95, (8.099155187606812, 20530080178503.68))
(10, 0.5, 0.05, 0.1, (6.518125057220459, 100.32249557495118))
(10, 0.5, 0.05, 0.5, (9.522831201553345, 100.07044960021973))
(10, 0.5, 0.05, 0.8, (7.314846038818359, 100.83005722045898))
(10, 0.5, 0.05, 0.95, (9.218477964401245, 103.87409637451172))
(10, 0.5, 0.1, 0.1, (10.643903732299805, 100.00601463317871))
(10, 0.5, 0.1, 0.5, (5.0548577308654785, 100.88132141113282))
(10, 0.5, 0.1, 0.8, (9.181249141693115, 99.669932174682614))
(10, 0.5, 0.1, 0.95, (6.200481176376343, 103.40144226074219))
(10, 0.5, 0.2, 0.1, (21.183250665664673, 99.998735275268558))
(10, 0.5, 0.2, 0.5, (18.62178945541382, 99.994423294067388))
(10, 0.5, 0.2, 0.8, (5.550297498703003, 100.16826957702636))
(10, 0.5, 0.2, 0.95, (7.074183225631714, 101.73817962646484))
(10, 0.75, 0.0001, 0.1, (3.65659236907959, nan))
(10, 0.75, 0.0001, 0.5, (3.3800320625305176, nan))
(10, 0.75, 0.0001, 0.8, (3.3982887268066406, nan))
(10, 0.75, 0.0001, 0.95, (3.410613775253296, nan))
(10, 0.75, 0.0005, 0.1, (3.4423701763153076, nan))
(10, 0.75, 0.0005, 0.5, (3.453453779220581, nan))
(10, 0.75, 0.0005, 0.8, (3.4729623794555664, nan))
(10, 0.75, 0.0005, 0.95, (3.4884376525878906, nan))
(10, 0.75, 0.002, 0.1, (3.532965898513794, nan))
(10, 0.75, 0.002, 0.5, (3.5503828525543213, nan))
(10, 0.75, 0.002, 0.8, (3.5609545707702637, nan))
(10, 0.75, 0.002, 0.95, (3.558607339859009, nan))
(10, 0.75, 0.01, 0.1, (8.820839881896973, 100.34122383117676))
(10, 0.75, 0.01, 0.5, (4.717400312423706, 307.15787017822265))
(10, 0.75, 0.01, 0.8, (3.642721652984619, nan))
(10, 0.75, 0.01, 0.95, (3.685351848602295, nan))
(10, 0.75, 0.05, 0.1, (7.455815076828003, 100.31478507995605))
(10, 0.75, 0.05, 0.5, (8.227776288986206, 99.862286682128911))
(10, 0.75, 0.05, 0.8, (6.3425610065460205, 103.19032707214356))
(10, 0.75, 0.05, 0.95, (9.796388149261475, 104.35440803527833))
(10, 0.75, 0.1, 0.1, (8.630429983139038, 100.03595794677734))
(10, 0.75, 0.1, 0.5, (8.2823007106781, 100.12487075805664))
(10, 0.75, 0.1, 0.8, (7.189772367477417, 100.14096771240234))
(10, 0.75, 0.1, 0.95, (9.887794256210327, 102.47107414245606))
(10, 0.75, 0.2, 0.1, (21.90007257461548, 99.998851699829103))
(10, 0.75, 0.2, 0.5, (7.249639511108398, 99.926324768066408))
(10, 0.75, 0.2, 0.8, (6.145828008651733, 100.54381469726563))
(10, 0.75, 0.2, 0.95, (7.678012371063232, 100.95708503723145))
(50, 0.001, 0.0001, 0.1, (6.1105124950408936, 100.02003402709961))
(50, 0.001, 0.0001, 0.5, (4.888843536376953, 100.01299499511718))
(50, 0.001, 0.0001, 0.8, (3.9136996269226074, 99.980514221191413))
(50, 0.001, 0.0001, 0.95, (3.613166332244873, 99.945800628662113))
(50, 0.001, 0.0005, 0.1, (7.129762649536133, 100.07401496887206))
(50, 0.001, 0.0005, 0.5, (6.2254815101623535, 100.01272087097168))
(50, 0.001, 0.0005, 0.8, (4.081269979476929, 99.989387664794918))
(50, 0.001, 0.0005, 0.95, (3.7962236404418945, 100.14560104370118))
(50, 0.001, 0.002, 0.1, (7.159357309341431, 102.18565704345703))
(50, 0.001, 0.002, 0.5, (7.161360263824463, 100.1156901550293))
(50, 0.001, 0.002, 0.8, (4.711772203445435, 100.01835830688476))
(50, 0.001, 0.002, 0.95, (4.151445150375366, 100.02729881286621))
(50, 0.001, 0.01, 0.1, (7.213599443435669, 141.71980194091796))
(50, 0.001, 0.01, 0.5, (7.2348387241363525, 112.08029220581055))
